# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
bmp7,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,BMP7,655,Homo sapiens,9606,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which affects the methylation of BMP7 gene,affects^methylation|increases^abundance,30521419
fgf1,Ascorbic Acid,D001205,50-81-7,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TTR mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Ascorbic Acid,D001205,50-81-7,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of TXNRD1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Ascorbic Acid,D001205,50-81-7,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of UGT2A3 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Ascorbic Acid,D001205,50-81-7,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of VCAM1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Ascorbic Acid,D001205,50-81-7,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of VGLL1 mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Ascorbic Acid,D001205,50-81-7,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of VTN mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Ascorbic Acid,D001205,50-81-7,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in increased expression of ZFAND2A mRNA,affects^binding|affects^cotreatment|increases^expression,34480604
fgf1,Aspartame,D001218,22839-47-0,FGF1,2246,Homo sapiens,9606,Aspartame results in increased expression of FGF1 mRNA,increases^expression,31655124
fgf1,Atrazine,D001280,1912-24-9,FGF1,2246,Cyprinus carpio,7962,Atrazine results in decreased expression of FGF1 mRNA,decreases^expression,31315571
fgf1,Atrazine,D001280,1912-24-9,FGF1,2246,Danio rerio,7955,Atrazine results in increased expression of FGF1 mRNA,increases^expression,25929836
fgf1,Atrazine,D001280,1912-24-9,FGF1,2246,Rattus norvegicus,10116,Atrazine results in decreased expression of FGF1 mRNA,decreases^expression,36841081
fgf1,AZM551248,C547126,,FGF1,2246,Canis lupus familiaris,9615,AZM551248 results in decreased expression of FGF1 mRNA,decreases^expression,22323515
fgf1,Benzo(a)pyrene,D001564,50-32-8,FGF1,2246,Homo sapiens,9606,Benzo(a)pyrene affects the methylation of FGF1 5' UTR,affects^methylation,27901495
fgf1,Benzo(a)pyrene,D001564,50-32-8,FGF1,2246,Homo sapiens,9606,Benzo(a)pyrene affects the methylation of FGF1 intron,affects^methylation,30157460
fgf1,Benzo(a)pyrene,D001564,50-32-8,FGF1,2246,Homo sapiens,9606,Benzo(a)pyrene affects the methylation of FGF1 promoter,affects^methylation,27901495
fgf1,Benzo(a)pyrene,D001564,50-32-8,FGF1,2246,Mus musculus,10090,Benzo(a)pyrene results in decreased expression of FGF1 mRNA,decreases^expression,19770486
fgf1,Benzo(a)pyrene,D001564,50-32-8,FGF1,2246,Mus musculus,10090,Benzo(a)pyrene results in increased expression of FGF1 mRNA,increases^expression,22228805
fgf1,Benzo(a)pyrene,D001564,50-32-8,FGF1,2246,Mus musculus,10090,Benzo(a)pyrene results in increased methylation of FGF1 intron,increases^methylation,27901495
fgf1,benzo(b)fluoranthene,C006703,205-99-2,FGF1,2246,Mus musculus,10090,benzo(b)fluoranthene results in decreased expression of FGF1 mRNA,decreases^expression,26377693
fgf1,benzo(e)pyrene,C026487,192-97-2,FGF1,2246,Homo sapiens,9606,benzo(e)pyrene results in increased methylation of FGF1 intron,increases^methylation,30157460
fgf1,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,FGF1,2246,Homo sapiens,9606,bis(4-hydroxyphenyl)sulfone results in increased expression of FGF1 mRNA,increases^expression,27685785
fgf1,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,FGF1,2246,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone results in decreased methylation of FGF1 exon,decreases^methylation,33297965
fgf1,bis(4-hydroxyphenyl)sulfone,C543008,80-09-1,FGF1,2246,Mus musculus,10090,bis(4-hydroxyphenyl)sulfone results in increased expression of FGF1 mRNA,increases^expression,30951980
fgf1,bisindolylmaleimide I,C070515,,FGF1,2246,Rattus norvegicus,10116,bisindolylmaleimide I promotes the reaction [FGF1 protein results in increased expression of UCP1 mRNA],increases^expression|increases^reaction,11742803
fgf1,bisphenol A,C006780,80-05-7,FGF1,2246,Homo sapiens,9606,bisphenol A results in decreased expression of FGF1 mRNA,decreases^expression,29275510|33476716
fgf1,bisphenol A,C006780,80-05-7,FGF1,2246,Mus musculus,10090,bisphenol A results in decreased expression of FGF1 mRNA,decreases^expression,21932408|33221593
fgf1,bisphenol A,C006780,80-05-7,FGF1,2246,Mus musculus,10090,bisphenol A results in increased expression of FGF1 mRNA,increases^expression,27022677|30951980|32156529|34585602|35479511
fgf1,bisphenol A,C006780,80-05-7,FGF1,2246,Rattus norvegicus,10116,[bisphenol A co-treated with Estradiol] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,26496021
fgf1,bisphenol A,C006780,80-05-7,FGF1,2246,Rattus norvegicus,10116,bisphenol A results in decreased expression of FGF1 mRNA,decreases^expression,25181051
fgf1,bisphenol F,C000611646,,FGF1,2246,Mus musculus,10090,bisphenol F results in increased expression of FGF1 mRNA,increases^expression,30951980
fgf1,Bleomycin,D001761,11056-06-7,FGF1,2246,Mus musculus,10090,Bleomycin results in increased expression of FGF1 protein,increases^expression,30825431
fgf1,Bleomycin,D001761,11056-06-7,FGF1,2246,Mus musculus,10090,Cannabidiol analog promotes the reaction [Bleomycin results in increased expression of FGF1 protein],increases^expression|increases^reaction,30825431
fgf1,butyraldehyde,C018475,123-72-8,FGF1,2246,Homo sapiens,9606,butyraldehyde results in increased expression of FGF1 mRNA,increases^expression,26079696
fgf1,Cadmium,D002104,7440-43-9,FGF1,2246,Homo sapiens,9606,Cadmium results in decreased expression of FGF1 mRNA,decreases^expression,20570719
fgf1,Cadmium,D002104,7440-43-9,FGF1,2246,Homo sapiens,9606,Cadmium results in increased expression of FGF1 mRNA,increases^expression,20570719
fgf1,Calcimycin,D000001,52665-69-7,FGF1,2246,Rattus norvegicus,10116,Calcimycin results in increased expression of FGF1 protein,increases^expression,15264218
fgf1,Calcium,D002118,7440-70-2,FGF1,2246,Rattus norvegicus,10116,Calcium results in increased expression of FGF1 protein,increases^expression,15264218
fgf1,Cannabidiol,D002185,13956-29-1,FGF1,2246,Homo sapiens,9606,Cannabidiol results in decreased expression of FGF1 mRNA,decreases^expression,33244087
fgf1,Cannabidiol,D002185,13956-29-1,FGF1,2246,Mus musculus,10090,Cannabidiol analog promotes the reaction [Bleomycin results in increased expression of FGF1 protein],increases^expression|increases^reaction,30825431
fgf1,Captan,D002215,133-06-2,FGF1,2246,Mus musculus,10090,Captan results in decreased expression of FGF1 mRNA,decreases^expression,31558096
fgf1,Carbachol,D002217,,FGF1,2246,Rattus norvegicus,10116,Carbachol results in increased expression of FGF1 protein,increases^expression,15264218
fgf1,Carbachol,D002217,,FGF1,2246,Rattus norvegicus,10116,KT 5720 inhibits the reaction [Norepinephrine inhibits the reaction [Carbachol results in increased expression of FGF1 protein]],decreases^reaction|increases^expression,15264218
fgf1,Carbachol,D002217,,FGF1,2246,Rattus norvegicus,10116,Norepinephrine inhibits the reaction [Carbachol results in increased expression of FGF1 protein],decreases^reaction|increases^expression,15264218
fgf1,Carbon Tetrachloride,D002251,56-23-5,FGF1,2246,Mus musculus,10090,Carbon Tetrachloride results in decreased expression of FGF1 mRNA,decreases^expression,17484886|27339419|31919559
fgf1,Carbon Tetrachloride,D002251,56-23-5,FGF1,2246,Mus musculus,10090,FGF1 protein affects the susceptibility to Carbon Tetrachloride,affects^response to substance,14507672
fgf1,Carbon Tetrachloride,D002251,56-23-5,FGF1,2246,Rattus norvegicus,10116,Carbon Tetrachloride results in decreased expression of FGF1 mRNA,decreases^expression,31150632
fgf1,Carbon Tetrachloride,D002251,56-23-5,FGF1,2246,Rattus norvegicus,10116,schizandrin B inhibits the reaction [Carbon Tetrachloride results in decreased expression of FGF1 mRNA],decreases^expression|decreases^reaction,31150632
fgf1,Cellulose,D002482,9004-34-6,FGF1,2246,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Cellulose] results in decreased expression of FGF1 mRNA,affects^cotreatment|decreases^expression,36331819
fgf1,CGP 52608,C092451,87958-67-6,FGF1,2246,Homo sapiens,9606,CGP 52608 promotes the reaction [RORA protein binds to FGF1 gene],affects^binding|increases^reaction,28238834
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ABCC1 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ACTN2 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ALDOA mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ASCL1 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of CDC20 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of CYP24A1 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of DCX mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ECSCR mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ELAVL3 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ELAVL4 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of EMX2 mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of ESRG mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
fgf1,Chir 99021,C473711,,FGF1,2246,Homo sapiens,9606,[[Ascorbic Acid co-treated with Chir 99021 co-treated with XAV939 co-treated with BMP4 protein co-treated with FGF1 protein co-treated with WNT3A protein co-treated with HGF protein] co-treated with [INHBA protein binds to INHBA protein]] results in decreased expression of FAH mRNA,affects^binding|affects^cotreatment|decreases^expression,34480604
