Geneid	G01.xls	G02.xls	G03.xls	G04.xls	G05.xls	G06.XLS	G07.XLS	G09.XLS	G10.XLS	G11.XLS	G12.XLS	G13.XLS	G14.XLS	G15.XLS	G16.XLS	G17.XLS	G18.XLS
"PPIA; CYPA; CYPH"	12,413357	15,372726	15,04187	15,597656	19,56829	15,995799	13,884815	14,758415	23,862251	21,162613	16,526316	15,718417	17,374544	18,648176	15,914287	21,294117	23,88889
RPL12	6,3501797	5,314545	5,69815	8,1640625	9,107317	7,75	5,7382193	3,0257425	4,37351	6,151088	3,0328948	4,4216137	6,0472727	5,09635	2,6000001	3,4117646	5,333334
estrogen receptor-related protein	0	0	0	0,056640625	0,007317073	0,012605043	0	0	0,050331127	0	0	0	0,08363636	0,004379562	0	0	0
	0,07220216	0,12545455	0,07205453	0,31835938	0,32926828	0,26680672	0	0	0	0	0	0	0	0,19854015	0,14285715	0	0,16666669
GAGE4	0,055956673	0	0	0,03515625	0	0,100840345	0	0,100990094	0,023841059	0	0	0,03500761	0	0,020437956	0	0,058823526	0,11111112
UGT2B17	0	0	0,033106137	0	0	0,05462185	0,07678883	0	0,060927153	0,04865557	0,08552632	0,015220701	0	0,008759124	0,02857143	0,058823526	0
UGT2B17	0	0	0	0	0	0	0,031413607	0,055445544	0,009271523	0	0	0	0	0	0	0	0,05555556
RPL29	9,272563	9,392727	10,183058	8,443359	10,534145	12,77521	12,485165	2,8455443	6,292715	11,644047	1,9259869	8,10959	11,930909	6,6540146	1,9142858	2,2352939	2,4444447
36438	0	0,17636363	0,10516067	0,11328125	0,051219508	0,025210086	0,18499126	0,2811881	0,26357615	0	0,10197368	0,1476408	0,18181817	0,28467155	0	0,058823526	0,11111112
RPL31	9,086642	7,1472726	10,165531	6,783203	11,607316	7,596639	4,097731	2,392079	1,4966887	6,1357236	1,2417763	2,2480974	3,84	3,0948906	0,94285715	8,529411	8,111112
DPP7	23,590252	24,389091	27,686464	22,773438	27,104877	22,420168	20,9808	12,384159	11,45298	21,854034	15,842106	20,094368	23,912725	20,140146	10,657143	24,235292	23,055557
beta 2	4,837545	5,4090905	5,6825705	5,4941406	9,490244	5,042017	5,4136124	1,1821783	5,233113	11,759283	1,7582238	1,8691021	9,567272	2,1343064	2,5142858	2,0588233	1,9444445
beta 2	3,5198553	3,4763634	3,9318402	3,5742188	5,851219	3,9054623	3,874345	1,0297029	4,076821	6,3303456	1,5789474	1,9162862	6,3163633	1,8175182	2,114286	1,8823528	1,8888891
GAGE7	0,050541513	0,07818182	0,074001946	0,07421875	0,060975607	0,060924374	0,062827215	0	0	0	0	0	0,050909087	0,008759124	0	0	0
SERPINH1	0,014440432	0,0690909	0,09347615	0,08203125	0,22926827	0,008403362	0	0,06930693	0	0	0,07236843	0	0	0,030656932	0	0	0
GPR1	0,023465702	0,12545455	0,15384616	0,12695312	0,22195122	0,23529412	0,15357766	0,22970298	0,14039735	0,24071702	0,24013159	0,28158295	0,08	0,17810218	0,14285715	0,11764705	0,16666669
TI-227H	0,37545124	0,3018182	0,48296008	0,24023438	0,4341463	0,4306723	0,41884813	0,35841584	0,037086092	0,5864276	0,02138158	0,30136988	0,53090906	0,25839418	0	0,17647058	0,2777778
Wnt-13	0,05776173	0,26545453	0,29211295	0,35742188	0,2195122	0,36134458	0	0	0,22649007	0	0,29276314	0,26788434	0,29454547	0,34306568	0	0,17647058	0,11111112
LOC148229	0,24007219	0,29636362	0,29406038	0,24023438	0,21219511	0	0	0	0,65695363	0	0,12828948	0,41095892	0,5018182	0	0	0	0,22222224
	0,111913346	0,37636364	0,122687444	0,5449219	0,8560975	0,31512606	0,600349	0	0	0,553137	0,3075658	0	0,22181816	0,055474453	0	0	0
CG012	0,23285197	0,12181818	0,05842259	0,0703125	0,031707313	0,10504202	0,19197206	0,001980198	0	0,010243278	0,04111842	0,02283105	0,010909091	0,04525547	0,05714286	0,11764705	0,05555556
GBX2	0,066787	0,29454547	0,16553068	0	0,107317075	0,09243698	0	0	0,14701988	0	0,16776316	0,1476408	0	0,04525547	0	0	0,11111112
DDT	1,4187725	1,3381817	1,3184031	0,9238281	1,5024389	1,1113446	0,8970331	0,59207916	1,2039735	1,9206146	0,6990132	0,608828	1,2181817	0,6452555	0,8	0,9411764	0,7777778
	0,07220216	0,39272726	0,84323275	0,421875	0,77560973	0,56512606	0	1,0811881	0,205298	0	0	1,1232878	0,2981818	0,19124088	0	0,17647058	0,05555556
DKFZp434M131	0	0,007272727	0,0895813	0	0	0	0	0	0	0,00256082	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAD	0	0	0	0	0,009756098	0	0	0	0	0	0	0	0	0	0	0	0
PGMRP	0,23826712	0,29272726	0,4050633	0,20703125	0,35121948	0,21218489	0,22687607	0	0,001324503	0	0	0,14307459	0,33818182	0,43503648	0	0	0,11111112
MGC40084	0	0	0,003894839	0,15234375	0,1902439	0,100840345	0	0	0,59072846	0,117797695	0	0,260274	0,26181817	0,12700729	0	0	0
MGC40084	0,120938614	0	0,16163585	0,22265625	0,14878048	0,26890758	0	0	0,16953643	0,1049936	0,36184213	0,02739726	0	0	0	0,058823526	0
P2X7	0,36823103	0,3181818	0,1791626	0,29882812	0,39999998	0,36134458	0,42233855	0,5089109	0,4834437	0,5275288	0,3075658	0,4474886	0,45090905	0,3211679	0,05714286	0,41176468	0,3888889
KIAA1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGC	0	0	0	0	0,01707317	0,3739496	0	0	0,45430464	0	0,011513158	0,3105023	0	0,027737226	0	0	0
TBXA2R	0,60830325	0,45272726	0,109055504	0,33203125	0,1804878	0,31722692	0,13961604	0,23564355	1,1152318	0,49679896	0,7121711	0,48097414	0,17818181	0,4569343	0,25714287	0,2352941	0,16666669
SPRY2	0,24007219	0,20363635	0,3466407	0,3671875	0,40975606	0,0987395	0,4328097	0,04950495	0,029139074	0,08962868	0,537829	0,08371385	0,29090908	0,28467155	0,02857143	0,52941173	0,44444448
PAH	0	0,007272727	0,11684518	0	0,029268293	0,16806723	0,05584642	0,059405938	0,08476821	0,043533932	0,023026315	0,019786911	0,06545454	0,055474453	0,14285715	0	0
PCK1	0,01805054	0,03454545	0,25316456	0,140625	0,06829268	0,15966387	0	0	0,30331126	0	0,11019737	0,09893455	0	0,2759124	0	0,29411763	0
PCK1	0,06317689	0,08363636	0,003894839	0,08203125	0,08780487	0,050420173	0,062827215	0,045544554	0,010596027	0	0	0,024353122	0	0,054014597	0	0,058823526	0
KIAA0539	0,10288808	0,096363634	0,19084713	0	0	0	0	0,00990099	0	0	0,33059213	0	0,24	0,004379562	0,05714286	0	0
PDE4B	0,6841155	1,3018181	0,94449854	0,93359375	1,1926829	0,63235295	0,3979057	0,5940594	0,42649007	0,709347	0,65460527	0,34246576	0,45818183	0,43649635	0,34285718	2,1764705	1,3333335
SART1	3,9494584	4,314545	4,005842	3,6757812	3,7756097	5,82563	4,8272247	3,7128713	8,992053	5,948784	3,4276316	5,7412486	4,4145455	6,829197	3,9428573	2,2352939	1,1111112
PLA2G4C	1,5126354	1,0254545	0,8081792	0,77734375	1,4170731	1,5441177	0,7120418	0,33465347	1,2556292	0,7682459	0,9095395	1,1126332	0,9090909	1,1839416	0,94285715	1,4705882	0,7777778
POV1	0,22924186	0,37090907	0,59201556	0,048828125	0,38780487	0,29831934	0,15706804	0,06534653	0,54966885	0,46350834	0,10361843	0,29223746	0,19636363	0,2788321	0	0,2352941	0,2777778
PDE9A	0	0	0	0	0	0,035714287	0	0	0	0	0	0	0	0	0	0	0
C3f	0,08483753	0,22	0,21226874	0,15625	0	0,24789917	0,18848166	0,00990099	0,40264902	0,3277849	0,24177632	0,12480974	0	0,29489052	0,2857143	0,7058823	0,33333337
POMC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT4A1	0,4151624	0,6218182	0,13631938	0,37695312	0,4512195	0,4978992	0,5724258	0,33465347	0,49933776	0,45326507	0,34868422	0,67884326	0,78181815	0,62919706	0,2	0,35294116	0,61111116
JM3	1,435018	1,5072727	1,3534567	1,0175781	0,8292683	1,3046218	1,5183245	0	0,9350993	1,1549295	0,93750006	0,9254186	0,96363634	0,7124087	0,14285715	0,7058823	0,3888889
HMG2a	0,1570397	0	0	0	0	0	0,003490401	0	0	0,040973112	0,039473686	0	0	0	0	0	0
	0	0,030909091	0	0	0,060975607	0,012605043	0	0	0	0,00256082	0,001644737	0,02283105	0	0,07737227	0	0	0,05555556
	0,22021659	0,27272725	0,18305744	0,3359375	0,37317073	0,3487395	0,07678883	0	0	0,38156208	0	0	0,12727273	0	0	0,11764705	0,44444448
	0,001805054	0	0	0	0	0	0	0	0	0	0,08388158	0,05631659	0,24	0	0	0	0
WIZ	0,501805	0,34181815	0,27848104	0,65625	0,15365854	0,26260504	0,6910994	0,7920792	0,992053	0,6222791	0,86513156	0,2739726	0,30545452	0,78248173	0,9142858	0,82352936	0,66666675
KIAA1029	0,8646209	1,1381818	0,6251217	1,0351562	0,8902439	0,80042017	1,0541011	0,80792075	1,3483444	1,7900128	0,7467106	0,8158295	1,3054546	1,160584	0,8571429	0,4705882	0,66666675
LOC56902	0,050541513	0,23272727	0,09152872	0,18164062	0,2097561	0,065126054	0	0	0,002649007	0,0921895	0,026315792	0,0761035	0	0,08613139	0	0,11764705	0,11111112
cMOAT	0,04873646	0,103636354	0,00194742	0	0,024390243	0,006302522	0,03490401	0,12673268	0,001324503	0,03329065	0	0	0	0,00729927	0,02857143	0	0
KIAA0548	0,043321297	0	0,037000973	0,005859375	0,07804878	0	0,15008725	0,061386134	0	0,025608195	0	0,02130898	0	0	0	0,11764705	0,05555556
	0,13537905	0,11272726	0,18111004	0,29101562	0,16829269	0,04411765	0,06980802	0	0,08344371	0,06145967	0,026315792	0,1476408	0,11272726	0,16788322	0,2	0	0,05555556
Brca1	0,28700358	0,101818174	0	0,09765625	0,004878049	0,13025211	0,08726002	0,27326733	0,27284768	0,22023049	0,09210526	0,23744294	0,18181817	0,18248175	0,085714296	0	0,11111112
MAP1A	0	0	0	0,064453125	0	0,04831933	0,101221636	0	0,018543046	0,16389245	0	0	0,0690909	0	0	0	0
"POLR2D; RBP4; HSRBP4; HSRPB4"	0	0	0,003894839	0,0078125	0,07073171	0	0	0	0	0,081946224	0	0	0,06545454	0,097810216	0	0	0
KIAA1088	1,6191334	1,670909	2,050633	0,9785156	0,604878	0,18277311	1,2460732	1,3029703	1,3218544	0,8348271	1,9736843	2	2,5490909	1,3766423	2,0285716	1,5294117	1
ZNF231	0,55054146	0,28363636	0,29600778	0,42382812	0,86341465	0,3214286	0,18150085	0,23762375	0,4410596	0,64532655	0,3782895	0,761035	0,45454544	0,10364963	0	0,29411763	0,61111116
BMCP1	0,30144402	0,12545455	0,20447907	0,01171875	0,036585364	0	0	0	0,06754967	0,012804098	0,26973686	0,34703195	0,13454545	0,31678832	0	0,17647058	0,22222224
RAIG1	0	0,18727273	0,00194742	0	0	0,04621849	0,2757417	0,21782178	0,10463576	0,14340588	0,36019737	0	0,20727271	0,054014597	0,34285718	0,058823526	0,05555556
y+LAT1	0	0	0	0,005859375	0,19512194	0	0	0	0,41456953	0,005121639	0	0	0	0,03357664	0,05714286	0	0
mu-ARP2	0,22021659	0,018181818	0,087633885	0,37695312	0,08292683	0,32563025	0	0,16633663	0,22781458	0,15364917	0,024671054	0,5707763	0,31272727	0,39416057	0,4	0,2352941	0,11111112
ABCG2	0,14801443	0,24181817	0,30185005	0,29882812	0,23902439	0,5	0,19895285	0,14257425	0,3602649	0,5070422	0,2713816	0,3820396	0,07272727	0,26861313	0	0,29411763	0,16666669
ADORA2BP	0,066787	0,19272727	0,109055504	0,103515625	0,065853655	0,09243698	0,038394414	0,06336634	0,062251654	0,29705507	0,07401316	0,028919332	0,18545453	0,084671535	0,02857143	0,2352941	0,11111112
KIAA0927	0,1805054	0	0,054527752	0,095703125	0,024390243	0	0	0	0,09403973	0	0,25164476	0,0913242	0	0,027737226	0,02857143	0	0,11111112
STOML1	0,70758116	0,83454543	0,6484907	0,88671875	0,66341466	0,789916	0,6910994	0,3029703	2,0370862	0,7861716	0,74835527	1,2754948	0,60727274	1,0788321	0,11428572	1,1176469	0,7777778
MTHFS	1,4801443	1,4563636	1,4956183	1,0234375	1,212195	1,5210085	0,8760907	0,6138614	0,7629139	0,5121639	0,6398027	0,7686454	1,2218181	0,6656934	0,085714296	0,6470588	1
MTHFS	0,9151624	1,0636363	1,0165532	0,765625	0,9634146	0,9642858	0,9458987	0,33069307	0,94834435	0,53521127	0,92269737	1,2009133	0,8618182	0,7635036	0,4571429	0,58823526	0,5
	0,08122743	0,10727273	0,08373905	0,16210938	0	0,035714287	0,19546245	0	0,001324503	0	0	0,12785389	0,05818182	0,04087591	0	0,058823526	0
C1orf2	1,0595667	0,62545455	0,9036028	0,5605469	0,8390244	0,934874	0,78534025	0,5940594	0,5086093	0,99871963	0,975329	0,98934555	1,2036363	1,0043796	0,17142859	0,7058823	0,88888896
ATP6V1H	0,2075812	0,37272727	0,15384616	0,15039062	0,38292682	0,24159664	0,14310645	0	0	0,058898848	0,13486843	0,20243533	0,2581818	0,24963504	0	0,2352941	0,16666669
ATP6V1H	0	0,17636363	0,14021422	0,044921875	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZp434D174	0,2075812	0,24181817	0,21811101	0	0,048780486	0,063025214	0	0	0,14172184	0,37131882	0,24342106	0,2085236	0,35999998	0,02189781	0,22857144	0,058823526	0,16666669
PHKG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hSGT1	0,5523465	0,62909085	0,7906524	0,44726562	1,0195122	0,7521008	0,47469455	0,33663365	0,36556292	0,41229194	0,7269737	0,803653	0,07636363	0,6029197	0	1,0588235	0,11111112
RNU17D	0	0,12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0223	0	0,21454546	0,12463486	0	0	0,073529415	0	0	0,21721853	0,32010242	0	0	0	0	0	0,11764705	0
P53TG1	0	0	0,023369037	0	0,004878049	0,086134456	0	0	0	0	0	0	0	0,013138685	0	0	0
PCP-2	1,0469314	0,83272725	0,84323275	1,2324219	0,70243895	1,117647	1,1902267	1,1425743	0,25430465	1,0857875	1,263158	2,3196347	0,96363634	1,7357664	1,7714286	1,4705882	0,8333334
	0,44223824	0,3309091	0,5491724	0,5410156	0,6658536	0,4516807	0,9947643	0,25742573	0,22251655	0,24839948	0,54605263	0,87366825	0,7272727	0,66423357	0,62857145	0,4705882	0,16666669
KIAA0850	0,601083	0,6472727	0,53748786	0,6621094	0,69512194	0,5168067	0,3141361	0,46930695	0,38807946	0,43790016	0,15789475	0,5966515	0,46181816	0,39854014	0,2	0,35294116	0,44444448
KIAA0666	2,501805	2,8927274	4,638754	4,40625	3,6780486	2,4852943	2,3106453	0,73663366	0,59072846	0,653009	1,0394738	2,584475	2,4181817	3,3839417	0,48571432	3,3529408	5,555556
TTF-1	0,111913346	0,025454544	0,25900683	0,119140625	0,13170731	0,13655463	0,38743454	0	0,22781458	0,184379	0,04605263	0,25722983	0,08	0,129927	0,2	0,058823526	0,11111112
KIAA0704	0	0,18545453	0,08568647	0,22070312	0	0,100840345	0,15008725	0	0,3178808	0	0	0	0,010909091	0,027737226	0	0	0
AOC3	0,04512635	0,20727271	0,255112	0	0,57560974	0,552521	0,05933682	0	1,3536423	0,14596671	0,054276317	0,2754947	0,087272726	1,0029197	0	0,11764705	0,2777778
PSG2	0,24187723	0,21454546	0,07984421	0,24023438	0,19999999	0,12605043	0	0	0,13907285	0,21254802	0,13980263	0,08219179	0,07272727	0,055474453	0	0,058823526	0,11111112
PSG13'	0,48555952	0,23454544	0,12463486	0,107421875	0,058536585	0,21428572	0,2757417	0,11683168	0,017218543	0,069142126	0,004934211	0	0,44363633	0	0	0,058823526	0
BPGM	0,101083025	0,24545453	0,2356378	0,1171875	0,21219511	0,090336144	0,03490401	0,35049507	0,0807947	0,03841229	0,10197368	0,1476408	0,021818181	0,110948905	0	0,058823526	0,11111112
Pex14	0,3176895	0,77272725	0,3583252	0	0,3902439	0,47058824	0,635253	0,27326733	0,8092715	0,6043534	0,62664473	0,03500761	0,4181818	0,9883211	0,8571429	0,4705882	0,22222224
KIAA0493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0493	0,09927797	0,043636363	0,07789679	0	0,10487805	0	0,24781847	0,16237622	0,17218544	0,058898848	0,018092107	0,19482498	0,07636363	0,08613139	0,2	0,058823526	0,05555556
	0,077617325	0,038181815	0	0,12109375	0,0804878	0,48319328	0,05584642	0	0	0,020486556	0	0,23135465	0,24363635	0,1649635	0	0	0
GPR51	0,012635378	0,043636363	0	0	0,053658538	0	0,18150085	0,047524754	0,100662254	0,012804098	0,0756579	0	0	0,030656932	0	0,058823526	0,05555556
	0	0,13090909	0,08373905	0,001953125	0,13658535	0,035714287	0	0	0,03311258	0	0,024671054	0,19178084	0	0	0	0	0
intestinal VIP receptor related protein	0	0	0	0,060546875	0	0	0	0	0	0	0	0	0	0	0	0	0
NF-H	0,05956678	0	0	0,02734375	0	0	0	0	0	0	0,032894738	0,01369863	0	0,10364963	0	0	0,11111112
DMWD	0,4873646	0,55454546	0,44595912	0,80859375	0,61463416	1,2352941	1,7382197	0,5188119	1,178808	1,7439181	0,91940796	1,3713851	0,7090909	0,91240877	0,6571429	0,58823526	0,5555556
PZR	0,19675088	0,10545455	0,11295035	0,15234375	0,058536585	0,067226894	0,031413607	0,005940594	0,022516556	0,015364918	0,12664475	0,079147644	0,15272726	0	0,14285715	0	0
IKK alpha	1,5306859	1,6618181	1,5462513	1,46875	1,7487804	1,5147059	0,9109947	1,5168316	0,99602646	1,3828425	1,200658	1,4840183	0,8545454	1,769343	0,5714286	1,9999999	2,7222223
KIAA0231	0,034296025	0	0,14605647	0	0	0,004201681	0,09424083	0	0,0807947	0,16133164	0,0625	0	0	0,06423358	0	0,17647058	0
PTGER4	0	0	0	0,052734375	0	0,04831933	0,062827215	0	0	0	0,17105263	0	0,11636364	0	0	0	0
AF10	0	0,005454545	0	0,046875	0	0	0,07329842	0,041584156	0	0	0,044407897	0	0	0	0,05714286	0,058823526	0
CASP8	0,30324906	0,35999998	0,50243425	0,31445312	0,08292683	0,25630254	0,15706804	0	0,23311259	0,12035851	0,662829	0,47640792	0,6545454	0,4759124	0	0,41176468	0
CASP8	0,15162453	0	0	0,046875	0,18780486	0,027310925	0	0	0	0,11267606	0	0	0	0	0	0	0
DKFZp566K023	0,10469314	0,02	0,07594937	0,078125	0,03902439	0,018907564	0	0	0	0,020486556	0,011513158	0,01369863	0	0,03941606	0	0,17647058	0,22222224
TBXAS1	0	0	0,038948394	0	0	0	0	0	0,24768212	0	0	0	0	0	0	0	0
C22orf4	0,71660644	0,96181816	0,8588121	0,8222656	0,9268292	1,3928572	1,3158813	0,30495048	2,123179	2,2868118	1,1973685	1,366819	1,4181818	1,4788321	0,8285715	1,4117646	1,3333335
VAMP1	0,17689529	0,21272726	0,98344696	0	0	0,95168066	0	0	2,3562913	0	1,8947369	0,761035	0,22545452	1,1795621	0,51428574	1,352941	1,3333335
SYB1	0	0	0,019474197	0	0	0	0	0,15643564	0	0	0	0	0	0	0,02857143	0	0
UBC12	0	0,003636364	0	0,24023438	0,012195122	0	0	0	0	0	0	0	0,087272726	0	0	0	0
UBE2M	6,8736453	6,1599994	5,9318404	6,3339844	4,534146	6,329832	6,6003485	4,770297	7,6450334	6,612036	5,8289475	5,447489	4,0981817	3,268613	5,314286	5,882353	4,111111
KIAA0407	0	0	0	0	0	0	0	0	0	0,15108836	0	0,22222224	0	0	0	0	0
TRAP3	0	0	0	0	0	0	0,08027922	0	0,12980133	1,3085787	0	0	0	0,13722627	0	0	0
BAI 2	0,5902527	0,39636362	0,36027265	0,10546875	0,507317	0	0,12216404	0	0	0,3149808	0,44736844	0,01369863	1,5999999	0,084671535	0,2857143	0,2352941	0
KIAA0562	0	0	0	0,009765625	0,024390243	0,014705882	0,041884813	0,017821781	0	0,020486556	0,052631583	0	0	0,004379562	0,02857143	0	0,05555556
KIAA0537	2,5505414	2,8454545	2,24148	2,2988281	3,3439023	3,7857144	1,3158813	0,9623762	0,792053	2,6197183	1,5460527	1,6590564	1,7199999	1,1416057	1,1428572	2,1764705	1,7777779
KIAA0392	1,2292417	1,6945454	1,4391432	1,0507812	1,8097559	2,3193278	1,0541011	1,3841584	0,8807947	1,0832267	0,93421054	1,4246576	0,5490909	1,9080291	0,17142859	1,9999999	2,1666667
CCL15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL14	1,4981948	1,1672727	1,2035054	1,2148438	1,6585366	0,9579832	0,9808027	0,47722772	1,0013245	2,3124201	0,67105263	0,739726	1,68	0,68613136	0,14285715	0,35294116	0,33333337
Leu1	0,8249097	0,9363636	0,9892892	0,6425781	0,84390235	0,58613443	0,50959855	0,47326732	0,4410596	0,6222791	0,65953946	0,6316591	0,59272724	0,929927	0,4571429	1,2941176	0,8333334
PSCA	0,17148013	0,2690909	0,3466407	0,44140625	0,2317073	0,32983193	0,15008725	0,40198016	0,030463576	0,20230474	0	0,2998478	0,3018182	0	0	0	0
TCF20	0	0,052727275	0,00194742	0	0	0	0	0	0,09271523	0	0	0	0	0	0	0	0
TCF20	0,19494584	0,10909091	0,11684518	0,103515625	0,22195122	0	0,18150085	0	0,17086092	0,1306018	0,22203948	0,04261796	0,26181817	0,08029197	0,05714286	0,058823526	0,05555556
KIAA0292	0,68592054	0,58909094	0,4264849	0,9609375	0,22682926	0,86764705	0,6492146	0	0,6741722	0,9628681	1,0115132	0,5616439	0,8472727	0,6087591	0	0,52941173	0,3888889
ARL4	0,32671478	0,6181818	0,6991237	0,5839844	0,52926826	0,8466387	0,49214655	0,42178217	0,17748344	0,13572344	0,5427632	0,36225265	0,24363635	0,47299272	0,4571429	0,52941173	0,44444448
mpp10	0,22743681	0,3272727	0,72444016	0,58203125	0,302439	0,42016807	0,36649212	0,11287128	0,19205298	0,15364917	0,2631579	0,53424656	0,24727273	1,0335767	0,17142859	0,58823526	1
KIAA0732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SIAH2	0,4873646	0,59999996	0,73417723	0,54296875	0,66829264	0,6869748	0,3176265	0,24158415	0,48874176	1,1600512	0,6200658	0,2800609	0,85090905	0,329927	0,5714286	0,35294116	0,2777778
hPARG	0,04512635	0	0,025316456	0	0,002439024	0	0	0	0	0	0	0	0,23272727	0	0	0	0
ADCY9	1,6371839	1,790909	1,6222007	1,046875	1,8463414	1,2058824	0,9668411	1,6712872	1,7019868	1,6696543	2,3552632	1,3881278	1,210909	2,0131385	2,2	3,2352939	2,277778
CD2BP2	0	0	0	0	0	0	0,20593366	0	0,5615894	0	0	0	0	0,071532845	0	0	0
HMOX1	0	0	0	0	0	0	0	0	0	0	0	0,006088281	0	0	0	0	0
THBD	0,23465702	0,32363635	0,18305744	0,2421875	0,42682925	0,16806723	0,14659683	0	0,19072847	0,2099872	0,46052635	0,15981735	0,11636364	0,2978102	0,31428573	0,29411763	0,5
CAKbeta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0480	0,52707577	0,5181818	0,7672834	0,4375	0,4292683	1,4306723	0,82373464	0,41584158	0,29536423	0,29705507	0,21875001	0,5905632	0,44363633	0,5927007	0,2857143	0,9411764	0,5555556
FLJ22195	0,17870034	0,16	0,18889971	0,07421875	0,19512194	0,33193278	0,46073294	0,2752475	0,4913907	0,340589	0,3881579	0,46727553	0,18545453	0,38686132	0	0,17647058	0,11111112
KIAA0969	0,9638989	1,0036364	0,7828627	0,6152344	0,7536585	0,76050425	0,21989527	0,4079208	1,4039735	0,74263763	1,256579	0,88584477	0,6472727	1,1868614	0,5714286	1,8235292	1,2222223
"RPL10A; NEDD6; Csa-19"	0,46028876	0,27818182	0,31158715	0,3046875	0,15853658	0,36344537	0,5759162	0,52475244	0,7298013	0,97055066	0,756579	0,6773212	0,61090904	0,6890511	0,9142858	0,82352936	0,44444448
DKFZp564K1216	0	0,054545455	0,031158715	0	0,102439016	0,05252101	0,14310645	0	0	0	0	0,006088281	0	0,04379562	0	0,17647058	0,16666669
PAF400	1,471119	1,8345454	1,104187	0,7363281	1,6682926	1,1722689	0,80628264	1,5980197	1,9311259	1,871959	2,3963816	1,5159818	1,5454545	1,6262773	3,2857144	2,0588233	1,8888891
CPR8	0,077617325	0,5109091	0,7166504	0,65234375	0,08780487	0,3340336	0,2966841	0,3108911	0,23576158	0,110115245	0,19901317	0,54185694	0,21454546	0,6627737	0,02857143	0,6470588	1,4444444
ADAM19	0,5036101	0,78909093	0,55111974	0,7167969	0,8097561	0,66176474	0,52356017	0,2970297	0,5350994	0,9142126	0,61677635	0,6407915	0,6581818	0,5445255	0,22857144	0,2352941	0,44444448
TNFRSF1B	1,3014439	1,1363636	0,98344696	0,91796875	0,8682926	2,1239495	0,87260026	0,53069305	2,6105962	1,9564661	0,9506579	0,95586	0,28727272	0,7839416	0,97142863	1,4705882	1,2777778
PAK4	1,1010829	1,0181818	0,4654333	0,9980469	1,0195122	0,7626051	1,0401394	0,92079204	0,99735105	1,0268886	1,2730263	0,8234399	0,59272724	1,0642335	0,8	0,9411764	0,61111116
UMPS	0,010830324	0,33818182	0,23369037	0,22851562	0,2512195	0,394958	0,17801045	0	0	0	0,13815789	0,0761035	0,050909087	0,13138686	0	0,29411763	0,16666669
Myo9b	0,3212996	0,58181816	0,45959106	0,25	0,45609757	0,47058824	0,6631762	0	0,64105964	0,54545456	0,53125	0,1780822	0,098181814	0,41021898	0,17142859	0,4705882	0
D10S102	0,08303248	0,23818181	0,22979553	0,34765625	0,2731707	0,17857143	0	0	0,06357616	0,16389245	0,004934211	0,11567733	0,1381818	0,15912408	0	0,41176468	0,66666675
VCP	1,0848374	0,99454546	1,4722493	1,3535156	1,5902438	1,6533613	0,86910987	0,7960396	0,6370861	1,3085787	0,6858553	0,520548	1,330909	0,6569343	0,8	0,76470584	0,88888896
ldhB	13,8718405	14,552728	18,496592	15,8203125	20,363415	15,319328	10,230366	7,213861	5,7403975	12,816901	6,9407897	7,494673	10,7527275	13,684671	3,3428571	21,17647	23,833336
ldhB	9,50361	11,298182	11,2035055	6,9941406	12,607317	8,592437	8,017451	6,2059402	5,678146	14,40461	6,771382	4,8614917	8,421818	7,110949	6,0285716	20,529411	14,944445
"HELO1; ELOVL5; DJ483K16.1"	1,4061371	1,8927271	1,75852	1,3007812	2,4560974	1,9726892	0,49214655	0,74851483	1,0317881	1,4673495	0,87993425	0,96499246	0,9781818	1,6992701	0,68571436	2,470588	2,7222223
NUMA1	1,0974728	1,1163636	1,1431354	0,8730469	0,6658536	1,0147059	1,1902267	1,160396	1,7072847	1,2266326	2,5345397	0,7458143	0,94545454	1,540146	2,114286	1,4705882	1,2777778
SCARB2	0,267148	0,44727272	0,5628043	0,32421875	0,30731708	0,20378152	0,013961605	0,035643563	0,32980132	0,33546737	0,34046054	0,3059361	0,19636363	0,58248174	0,14285715	0,82352936	0,7222222
krt8	9,1786995	13,565454	11,87926	10,1484375	10,234146	10,739496	11,731238	5,6633663	15,953643	9,323944	5,787829	10,811264	12,138181	11,554745	6,4571433	7,294117	4,4444447
ACT	0,17689529	0,17454545	0,3466407	0,13476562	0,08536585	0,30462185	0,48865616	0,21386139	1,9271523	0,6914213	0,20394737	0,48858446	0,07272727	0,19124088	0,17142859	0,29411763	0,22222224
