# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
c1qb,"1,2,5,6-dibenzanthracene",C026486,53-70-3,C1QB,713,Mus musculus,10090,"1,2,5,6-dibenzanthracene results in decreased expression of C1QB mRNA",decreases^expression,26377693
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,Rattus norvegicus,10116,Allethrins inhibits the reaction [CACNA1G protein results in increased transport of Calcium],decreases^reaction|increases^transport,14634047
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,Rattus norvegicus,10116,CACNA1G protein results in increased transport of Calcium,increases^transport,11073957|14634047
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,,,bisphenol A inhibits the reaction [CACNA1G protein results in increased transport of Calcium],decreases^reaction|increases^transport,24170242
cacna1g,Calcium,D002118,7440-70-2,CACNA1G,8913,,,CACNA1G protein results in increased transport of Calcium,increases^transport,24170242
cacna1g,Cannabidiol,D002185,13956-29-1,CACNA1G,8913,Rattus norvegicus,10116,Cannabidiol affects the methylation of CACNA1G gene,affects^methylation,30521419
cacna1g,Cerium,D002563,7440-45-1,CACNA1G,8913,Homo sapiens,9606,Cerium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,CGP 52608,C092451,87958-67-6,CACNA1G,8913,Homo sapiens,9606,CGP 52608 promotes the reaction [RORA protein binds to CACNA1G gene],affects^binding|increases^reaction,28238834
cacna1g,Chelating Agents,D002614,,CACNA1G,8913,Homo sapiens,9606,[Chelating Agents binds to Copper] which results in increased expression of CACNA1G mRNA,affects^binding|increases^expression,30911355
cacna1g,Chlorpyrifos,D004390,2921-88-2,CACNA1G,8913,Mus musculus,10090,Chlorpyrifos results in decreased expression of CACNA1G mRNA,decreases^expression,32715474
cacna1g,chlorpyrifos-methyl,C007031,5598-13-0,CACNA1G,8913,Salmo salar,8030,chlorpyrifos-methyl results in decreased expression of CACNA1G mRNA,decreases^expression,30419482
cacna1g,Choline,D002794,62-49-7,CACNA1G,8913,Mus musculus,10090,[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased methylation of CACNA1G gene,affects^cotreatment|increases^methylation,20938992
cacna1g,Cisplatin,D002945,15663-27-1,CACNA1G,8913,Homo sapiens,9606,Cisplatin results in decreased expression of CACNA1G mRNA,decreases^expression,27392435
cacna1g,Colforsin,D005576,138605-00-2,CACNA1G,8913,Rattus norvegicus,10116,Mibefradil inhibits the reaction [[Colforsin co-treated with 1-Methyl-3-isobutylxanthine] results in increased activity of CACNA1G protein],affects^cotreatment|decreases^reaction|increases^activity,17110049
cacna1g,Colforsin,D005576,138605-00-2,CACNA1G,8913,Rattus norvegicus,10116,Nickel inhibits the reaction [[Colforsin co-treated with 1-Methyl-3-isobutylxanthine] results in increased activity of CACNA1G protein],affects^cotreatment|decreases^reaction|increases^activity,17110049
cacna1g,Copper,D003300,7440-50-8,CACNA1G,8913,Homo sapiens,9606,[Chelating Agents binds to Copper] which results in increased expression of CACNA1G mRNA,affects^binding|increases^expression,30911355
cacna1g,Copper,D003300,7440-50-8,CACNA1G,8913,Rattus norvegicus,10116,[Copper co-treated with Dietary Sucrose] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,26033743
cacna1g,Copper,D003300,7440-50-8,CACNA1G,8913,Rattus norvegicus,10116,Copper deficiency results in increased expression of CACNA1G mRNA,increases^expression,26033743
cacna1g,Cuprizone,D003471,370-81-0,CACNA1G,8913,Rattus norvegicus,10116,Cuprizone results in decreased expression of CACNA1G mRNA,decreases^expression,27523638
cacna1g,Dactinomycin,D003609,50-76-0,CACNA1G,8913,Rattus norvegicus,10116,Dactinomycin inhibits the reaction [AGT protein results in increased expression of CACNA1G mRNA],decreases^reaction|increases^expression,19292980
cacna1g,Daunorubicin,D003630,20830-81-3,CACNA1G,8913,Homo sapiens,9606,Daunorubicin results in decreased expression of CACNA1G mRNA,decreases^expression,26537877|28940058
cacna1g,DEET,D003671,134-62-3,CACNA1G,8913,Rattus norvegicus,10116,[Permethrin co-treated with DEET] results in decreased methylation of CACNA1G gene,affects^cotreatment|decreases^methylation,33148267
cacna1g,Dextroamphetamine,D003913,51-64-9,CACNA1G,8913,Rattus norvegicus,10116,Dextroamphetamine results in decreased expression of CACNA1G mRNA,decreases^expression,16715494
cacna1g,Diazinon,D003976,333-41-5,CACNA1G,8913,Homo sapiens,9606,Diazinon results in increased methylation of CACNA1G gene,increases^methylation,22964155
cacna1g,Dibutyl Phthalate,D003993,84-74-2,CACNA1G,8913,Rattus norvegicus,10116,[Dibutyl Phthalate co-treated with Diethylhexyl Phthalate co-treated with vinclozolin co-treated with prochloraz co-treated with procymidone co-treated with Linuron co-treated with epoxiconazole co-treated with Dichlorodiphenyl Dichloroethylene] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,Dichlorodiphenyl Dichloroethylene,D003633,72-55-9,CACNA1G,8913,Rattus norvegicus,10116,[Dibutyl Phthalate co-treated with Diethylhexyl Phthalate co-treated with vinclozolin co-treated with prochloraz co-treated with procymidone co-treated with Linuron co-treated with epoxiconazole co-treated with Dichlorodiphenyl Dichloroethylene] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,Dietary Sucrose,D019422,,CACNA1G,8913,Rattus norvegicus,10116,[Copper co-treated with Dietary Sucrose] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,26033743
cacna1g,Dietary Sucrose,D019422,,CACNA1G,8913,Rattus norvegicus,10116,Dietary Sucrose results in increased expression of CACNA1G mRNA,increases^expression,26033743
cacna1g,Diethylhexyl Phthalate,D004051,117-81-7,CACNA1G,8913,Rattus norvegicus,10116,[Dibutyl Phthalate co-treated with Diethylhexyl Phthalate co-treated with vinclozolin co-treated with prochloraz co-treated with procymidone co-treated with Linuron co-treated with epoxiconazole co-treated with Dichlorodiphenyl Dichloroethylene] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,Diethylnitrosamine,D004052,55-18-5,CACNA1G,8913,Rattus norvegicus,10116,[indole-3-carbinol co-treated with Diethylnitrosamine co-treated with Acetylcysteine] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,22129741
cacna1g,dorsomorphin,C516138,,CACNA1G,8913,Homo sapiens,9606,"[NOG protein co-treated with Valproic Acid co-treated with dorsomorphin co-treated with 4-(5-benzo(1,3)dioxol-5-yl-4-pyridin-2-yl-1H-imidazol-2-yl)benzamide] results in increased expression of CACNA1G mRNA",affects^cotreatment|increases^expression,27188386
cacna1g,Doxorubicin,D004317,23214-92-8,CACNA1G,8913,Homo sapiens,9606,Doxorubicin affects the expression of CACNA1G mRNA,affects^expression,29803840
cacna1g,Doxorubicin,D004317,23214-92-8,CACNA1G,8913,Homo sapiens,9606,Doxorubicin results in decreased expression of CACNA1G mRNA,decreases^expression,26537877|28940058
cacna1g,"Drugs, Chinese Herbal",D004365,,CACNA1G,8913,Homo sapiens,9606,"Drugs, Chinese Herbal results in increased expression of CACNA1G mRNA",increases^expression,23811387
cacna1g,entinostat,C118739,,CACNA1G,8913,Homo sapiens,9606,entinostat results in increased expression of CACNA1G mRNA,increases^expression,27188386
cacna1g,enzacamene,C038939,38102-62-4,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben co-treated with Androgen Antagonists co-treated with Acetaminophen] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,25607892
cacna1g,enzacamene,C038939,38102-62-4,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,epoxiconazole,C109476,,CACNA1G,8913,Mus musculus,10090,epoxiconazole results in decreased expression of CACNA1G mRNA,decreases^expression,35436446
cacna1g,epoxiconazole,C109476,,CACNA1G,8913,Rattus norvegicus,10116,[Dibutyl Phthalate co-treated with Diethylhexyl Phthalate co-treated with vinclozolin co-treated with prochloraz co-treated with procymidone co-treated with Linuron co-treated with epoxiconazole co-treated with Dichlorodiphenyl Dichloroethylene] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,Erbium,D004871,7440-52-0,CACNA1G,8913,Homo sapiens,9606,Erbium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Estradiol,D004958,50-28-2,CACNA1G,8913,Homo sapiens,9606,[Estradiol co-treated with TGFB1 protein] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,30165855
cacna1g,Estradiol,D004958,50-28-2,CACNA1G,8913,Homo sapiens,9606,[Progesterone co-treated with Estradiol] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,17404688
cacna1g,Estradiol,D004958,50-28-2,CACNA1G,8913,Mus musculus,10090,Estradiol results in increased expression of CACNA1G mRNA,increases^expression,19484750
cacna1g,Estradiol,D004958,50-28-2,CACNA1G,8913,Rattus norvegicus,10116,Estradiol results in increased expression of CACNA1G mRNA,increases^expression,20068009
cacna1g,Ethanol,D000431,64-17-5,CACNA1G,8913,Mus musculus,10090,Ethanol affects the splicing of CACNA1G mRNA,affects^splicing,30319688
cacna1g,Ethanol,D000431,64-17-5,CACNA1G,8913,Mus musculus,10090,Ethanol results in increased expression of CACNA1G mRNA,increases^expression,30319688
cacna1g,Ethinyl Estradiol,D004997,57-63-6,CACNA1G,8913,Boreogadus saida,44932,[Benzo(a)pyrene co-treated with Ethinyl Estradiol] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,34015484
cacna1g,Ethinyl Estradiol,D004997,57-63-6,CACNA1G,8913,Mus musculus,10090,ESR1 gene mutant form inhibits the reaction [Ethinyl Estradiol results in increased expression of CACNA1G mRNA],decreases^reaction|increases^expression,29112739
cacna1g,Ethinyl Estradiol,D004997,57-63-6,CACNA1G,8913,Mus musculus,10090,Ethinyl Estradiol affects the expression of CACNA1G mRNA,affects^expression,17555576
cacna1g,Ethinyl Estradiol,D004997,57-63-6,CACNA1G,8913,Mus musculus,10090,Ethinyl Estradiol results in increased expression of CACNA1G mRNA,increases^expression,17942748|29112739
cacna1g,Ethinyl Estradiol,D004997,57-63-6,CACNA1G,8913,Mus musculus,10090,[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,17942748
cacna1g,ethylene dichloride,C024565,107-06-2,CACNA1G,8913,Mus musculus,10090,ethylene dichloride results in increased expression of CACNA1G mRNA,increases^expression,28960355
cacna1g,Flame Retardants,D005411,,CACNA1G,8913,Mus musculus,10090,ESR1 gene mutant form inhibits the reaction [Flame Retardants results in increased expression of CACNA1G mRNA],decreases^reaction|increases^expression,29112739
cacna1g,Flame Retardants,D005411,,CACNA1G,8913,Mus musculus,10090,Flame Retardants results in increased expression of CACNA1G mRNA,increases^expression,29112739
cacna1g,Fluoxetine,D005473,54910-89-3,CACNA1G,8913,Rattus norvegicus,10116,Fluoxetine affects the expression of CACNA1G mRNA,affects^expression,21852994
cacna1g,Folic Acid,D005492,59-30-3,CACNA1G,8913,Mus musculus,10090,[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased methylation of CACNA1G gene,affects^cotreatment|increases^methylation,20938992
cacna1g,fullerene C60,C069837,99685-96-8,CACNA1G,8913,Rattus norvegicus,10116,fullerene C60 results in decreased expression of CACNA1G mRNA,decreases^expression,19167457
cacna1g,Fulvestrant,D000077267,129453-61-8,CACNA1G,8913,Homo sapiens,9606,[bisphenol A co-treated with Fulvestrant] results in increased methylation of CACNA1G gene,affects^cotreatment|increases^methylation,31601247
cacna1g,Gadolinium,D005682,7440-54-2,CACNA1G,8913,Homo sapiens,9606,Gadolinium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Genistein,D019833,446-72-0,CACNA1G,8913,Mus musculus,10090,Genistein results in increased expression of CACNA1G mRNA,increases^expression,24967385
cacna1g,Haloperidol,D006220,52-86-8,CACNA1G,8913,Danio rerio,7955,Haloperidol results in increased expression of CACNA1G mRNA,increases^expression,29458080
cacna1g,Holmium,D006695,7440-60-0,CACNA1G,8913,Homo sapiens,9606,Holmium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,indole-3-carbinol,C016517,700-06-1,CACNA1G,8913,Rattus norvegicus,10116,[indole-3-carbinol co-treated with Diethylnitrosamine co-treated with Acetylcysteine] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,22129741
cacna1g,Lanthanum,D007811,7439-91-0,CACNA1G,8913,Homo sapiens,9606,Lanthanum inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Linuron,D008044,330-55-2,CACNA1G,8913,Rattus norvegicus,10116,[Dibutyl Phthalate co-treated with Diethylhexyl Phthalate co-treated with vinclozolin co-treated with prochloraz co-treated with procymidone co-treated with Linuron co-treated with epoxiconazole co-treated with Dichlorodiphenyl Dichloroethylene] results in increased expression of CACNA1G mRNA,affects^cotreatment|increases^expression,25607892
cacna1g,Menthol,D008610,1490-04-6,CACNA1G,8913,Homo sapiens,9606,Menthol results in increased expression of CACNA1G mRNA,increases^expression,26760959
cacna1g,Mercury Compounds,D017669,,CACNA1G,8913,Mus musculus,10090,Mercury Compounds affects the activity of CACNA1G protein,affects^activity,16326920
cacna1g,Methapyrilene,D008701,91-80-5,CACNA1G,8913,Homo sapiens,9606,Methapyrilene results in increased methylation of CACNA1G intron,increases^methylation,30157460
cacna1g,Methionine,D008715,63-68-3,CACNA1G,8913,Mus musculus,10090,[Methionine deficiency co-treated with Choline deficiency co-treated with Folic Acid deficiency] results in increased methylation of CACNA1G gene,affects^cotreatment|increases^methylation,20938992
cacna1g,Methylcholanthrene,D008748,56-49-5,CACNA1G,8913,Mus musculus,10090,[Methylcholanthrene co-treated with Tetradecanoylphorbol Acetate] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,23519560
cacna1g,methylmercuric chloride,C004925,115-09-3,CACNA1G,8913,Homo sapiens,9606,methylmercuric chloride results in increased expression of CACNA1G mRNA,increases^expression,27188386
cacna1g,Methylmercury Compounds,D008767,,CACNA1G,8913,Mus musculus,10090,Methylmercury Compounds affects the activity of CACNA1G protein,affects^activity,16326920
cacna1g,Methyl Methanesulfonate,D008741,66-27-3,CACNA1G,8913,Danio rerio,7955,Methyl Methanesulfonate results in decreased expression of CACNA1G mRNA,decreases^expression,26011545
cacna1g,Mibefradil,D020748,116644-53-2,CACNA1G,8913,Homo sapiens,9606,CACNA1G protein affects the susceptibility to Mibefradil,affects^response to substance,12130671
cacna1g,Mibefradil,D020748,116644-53-2,CACNA1G,8913,Rattus norvegicus,10116,Mibefradil inhibits the reaction [[Colforsin co-treated with 1-Methyl-3-isobutylxanthine] results in increased activity of CACNA1G protein],affects^cotreatment|decreases^reaction|increases^activity,17110049
cacna1g,Mitoxantrone,D008942,65271-80-9,CACNA1G,8913,Homo sapiens,9606,Mitoxantrone results in decreased expression of CACNA1G mRNA,decreases^expression,26537877|28940058
cacna1g,Naphthoquinones,D009285,,CACNA1G,8913,Homo sapiens,9606,Naphthoquinones results in increased expression of CACNA1G mRNA,increases^expression,23811387
cacna1g,Neodymium,D009354,7440-00-8,CACNA1G,8913,Homo sapiens,9606,Neodymium inhibits the reaction [CACNA1G protein results in increased transport of Barium],decreases^reaction|increases^transport,12163980
cacna1g,Nickel,D009532,7440-02-0,CACNA1G,8913,Rattus norvegicus,10116,Nickel inhibits the reaction [[Colforsin co-treated with 1-Methyl-3-isobutylxanthine] results in increased activity of CACNA1G protein],affects^cotreatment|decreases^reaction|increases^activity,17110049
cacna1g,octylmethoxycinnamate,C118580,,CACNA1G,8913,Rattus norvegicus,10116,[bisphenol A co-treated with enzacamene co-treated with octylmethoxycinnamate co-treated with butylparaben co-treated with Androgen Antagonists co-treated with Acetaminophen] results in decreased expression of CACNA1G mRNA,affects^cotreatment|decreases^expression,25607892
